product_id,segment,category,sub_category,product_name,row_number
OFF-BI-10004965,Home Office,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,1
OFF-EN-10001532,Home Office,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,1
OFF-EN-10001535,Consumer,Office Supplies,Envelopes,Grip Seal Envelopes,1
OFF-EN-10003448,Corporate,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",1
OFF-FA-10001135,Consumer,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",1
OFF-FA-10003021,Home Office,Office Supplies,Fasteners,Staples,1
OFF-FA-10003495,Consumer,Office Supplies,Fasteners,Staples,1
OFF-FA-10004838,Home Office,Office Supplies,Fasteners,"Super Bands, 12/Pack",1
OFF-LA-10000240,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,1
OFF-LA-10000452,Corporate,Office Supplies,Labels,Avery 488,1
OFF-LA-10002034,Home Office,Office Supplies,Labels,Avery 478,1
OFF-LA-10002043,Corporate,Office Supplies,Labels,Avery 489,1
OFF-LA-10003510,Consumer,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1
OFF-LA-10003537,Consumer,Office Supplies,Labels,Avery 515,1
OFF-LA-10004272,Corporate,Office Supplies,Labels,Avery 482,1
OFF-LA-10004545,Consumer,Office Supplies,Labels,Avery 50,1
OFF-PA-10000210,Home Office,Office Supplies,Paper,Xerox Blank Computer Paper,1
OFF-PA-10000474,Home Office,Office Supplies,Paper,Easy-staple paper,1
OFF-PA-10000551,Home Office,Office Supplies,Paper,Array Memo Cubes,1
OFF-PA-10000587,Consumer,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",1
OFF-PA-10000595,Corporate,Office Supplies,Paper,Xerox 1929,1
OFF-PA-10000807,Consumer,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",1
OFF-PA-10000859,Consumer,Office Supplies,Paper,Unpadded Memo Slips,1
OFF-PA-10001001,Home Office,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",1
OFF-PA-10001033,Consumer,Office Supplies,Paper,Xerox 1893,1
OFF-PA-10001184,Corporate,Office Supplies,Paper,Xerox 1903,1
OFF-PA-10001307,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",1
OFF-PA-10001583,Consumer,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",1
OFF-PA-10001800,Consumer,Office Supplies,Paper,Xerox 220,1
OFF-PA-10002105,Corporate,Office Supplies,Paper,Xerox 223,1
OFF-PA-10002137,Consumer,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",1
OFF-PA-10002319,Consumer,Office Supplies,Paper,Xerox 1944,1
OFF-PA-10002960,Corporate,Office Supplies,Paper,Xerox 1926,1
OFF-PA-10003036,Home Office,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",1
OFF-PA-10003072,Consumer,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",1
OFF-PA-10003739,Corporate,Office Supplies,Paper,Xerox 1969,1
OFF-PA-10004451,Home Office,Office Supplies,Paper,Xerox 222,1
OFF-ST-10000036,Home Office,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1
OFF-ST-10000129,Consumer,Office Supplies,Storage,Fellowes Recycled Storage Drawers,1
OFF-ST-10000736,Home Office,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,1
OFF-ST-10000934,Corporate,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",1
OFF-ST-10001558,Consumer,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,1
OFF-ST-10001713,Corporate,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",1
OFF-ST-10002486,Consumer,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,1
OFF-ST-10002615,Corporate,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1
OFF-SU-10000952,Corporate,Office Supplies,Supplies,Fiskars Home & Office Scissors,1
OFF-SU-10002301,Corporate,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,1
OFF-SU-10002522,Home Office,Office Supplies,Supplies,Acme Kleen Earth Office Shears,1
OFF-SU-10004768,Corporate,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,1
TEC-AC-10000358,Corporate,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,1
TEC-AC-10000387,Consumer,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,1
TEC-AC-10001314,Corporate,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,1
TEC-AC-10001990,Consumer,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,1
TEC-AC-10002167,Consumer,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,1
TEC-AC-10002370,Consumer,Technology,Accessories,Maxell CD-R Discs,1
TEC-AC-10002718,Corporate,Technology,Accessories,Belkin Standard 104 key USB Keyboard,1
TEC-AC-10003116,Consumer,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,1
TEC-AC-10003628,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1
TEC-AC-10004001,Home Office,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,1
TEC-AC-10004571,Home Office,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,1
TEC-AC-10004855,Consumer,Technology,Accessories,V7 USB Numeric Keypad,1
TEC-AC-10004864,Corporate,Technology,Accessories,Memorex Micro Travel Drive 32 GB,1
TEC-MA-10000864,Consumer,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1
TEC-MA-10003230,Consumer,Technology,Machines,Okidata C610n Printer,1
TEC-MA-10003673,Home Office,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,1
TEC-MA-10004212,Consumer,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1
TEC-PH-10000441,Consumer,Technology,Phones,VTech DS6151,1
TEC-PH-10000486,Home Office,Technology,Phones,Plantronics HL10 Handset Lifter,1
TEC-PH-10001300,Corporate,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",1
TEC-PH-10001305,Consumer,Technology,Phones,Panasonic KX TS208W Corded phone,1
TEC-PH-10002660,Consumer,Technology,Phones,Nortel Networks T7316 E Nt8 B27,1
TEC-PH-10002890,Home Office,Technology,Phones,AT&T 17929 Lendline Telephone,1
TEC-PH-10003012,Corporate,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,1
TEC-PH-10003092,Consumer,Technology,Phones,Motorola L804,1
TEC-PH-10003484,Consumer,Technology,Phones,Ooma Telo VoIP Home Phone System,1
TEC-PH-10004345,Consumer,Technology,Phones,Cisco SPA 502G IP Phone,1
FUR-BO-10004695,Consumer,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1
FUR-CH-10000422,Consumer,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,1
FUR-CH-10000553,Home Office,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",1
FUR-CH-10001270,Consumer,Furniture,Chairs,Harbour Creations Steel Folding Chair,1
FUR-CH-10001394,Home Office,Furniture,Chairs,Global Leather Executive Chair,1
FUR-CH-10002780,Corporate,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,1
FUR-CH-10003968,Corporate,Furniture,Chairs,Novimex Turbo Task Chair,1
FUR-CH-10004086,Consumer,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1
FUR-CH-10004540,Corporate,Furniture,Chairs,Global Chrome Stack Chair,1
FUR-CH-10004698,Corporate,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",1
FUR-CH-10004860,Consumer,Furniture,Chairs,Global Low Back Tilter Chair,1
FUR-CH-10004983,Corporate,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1
FUR-FU-10000222,Consumer,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",1
FUR-FU-10000723,Consumer,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1
FUR-FU-10000758,Home Office,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,1
FUR-FU-10000820,Consumer,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,1
FUR-FU-10001588,Home Office,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",1
FUR-FU-10002030,Consumer,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",1
FUR-FU-10002253,Consumer,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1
FUR-FU-10002501,Corporate,Furniture,Furnishings,Nu-Dell Executive Frame,1
FUR-FU-10002937,Corporate,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1
FUR-FU-10003601,Home Office,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1
FUR-FU-10003664,Consumer,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1
FUR-FU-10004164,Home Office,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",1
FUR-TA-10001539,Corporate,Furniture,Tables,Chromcraft Rectangular Conference Tables,1
FUR-TA-10001676,Consumer,Furniture,Tables,Hon 61000 Series Interactive Training Tables,1
FUR-TA-10001889,Consumer,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1
FUR-TA-10004619,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,1
OFF-AP-10000240,Consumer,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,1
OFF-AP-10000696,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,1
OFF-AP-10001293,Consumer,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,1
OFF-AP-10001303,Corporate,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",1
OFF-AP-10002350,Consumer,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,1
OFF-AP-10004336,Home Office,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",1
OFF-AR-10000380,Corporate,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1
OFF-AR-10000634,Consumer,Office Supplies,Art,Newell 320,1
OFF-AR-10000716,Corporate,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,1
OFF-AR-10001573,Consumer,Office Supplies,Art,American Pencil,1
OFF-AR-10003190,Consumer,Office Supplies,Art,Newell 32,1
OFF-AR-10003651,Home Office,Office Supplies,Art,Newell 350,1
OFF-AR-10003727,Consumer,Office Supplies,Art,Berol Giant Pencil Sharpener,1
OFF-AR-10003732,Consumer,Office Supplies,Art,Newell 333,1
OFF-AR-10004042,Consumer,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",1
OFF-AR-10004078,Corporate,Office Supplies,Art,Newell 312,1
OFF-BI-10001890,Corporate,Office Supplies,Binders,Avery Poly Binder Pockets,1
OFF-BI-10001900,Consumer,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",1
OFF-BI-10001982,Consumer,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,1
OFF-BI-10002414,Consumer,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,1
OFF-BI-10002827,Consumer,Office Supplies,Binders,Avery Durable Poly Binders,1
OFF-BI-10003291,Corporate,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,1
OFF-BI-10003314,Corporate,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,1
OFF-BI-10003963,Home Office,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,1
OFF-BI-10004040,Home Office,Office Supplies,Binders,Wilson Jones Impact Binders,1
OFF-BI-10004230,Consumer,Office Supplies,Binders,GBC Recycled Grain Textured Covers,1
OFF-BI-10004233,Consumer,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1
OFF-BI-10004600,Consumer,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1
OFF-BI-10004826,Consumer,Office Supplies,Binders,JM Magazine Binder,1
OFF-EN-10001137,Corporate,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",1
OFF-EN-10002621,Consumer,Office Supplies,Envelopes,Staple envelope,1
OFF-EN-10003040,Home Office,Office Supplies,Envelopes,Quality Park Security Envelopes,1
OFF-EN-10003068,Corporate,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,1
OFF-FA-10000304,Consumer,Office Supplies,Fasteners,Advantus Push Pins,1
OFF-FA-10000992,Consumer,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",1
OFF-FA-10002280,Consumer,Office Supplies,Fasteners,Advantus Plastic Paper Clips,1
OFF-FA-10002763,Consumer,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,1
OFF-FA-10004248,Consumer,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,1
OFF-LA-10000248,Consumer,Office Supplies,Labels,Avery 52,1
OFF-LA-10003077,Consumer,Office Supplies,Labels,Avery 500,1
OFF-LA-10004853,Consumer,Office Supplies,Labels,Avery 483,1
OFF-PA-10000223,Consumer,Office Supplies,Paper,Xerox 2000,1
OFF-PA-10000289,Consumer,Office Supplies,Paper,Xerox 213,1
OFF-PA-10000295,Home Office,Office Supplies,Paper,Xerox 229,1
OFF-PA-10000308,Consumer,Office Supplies,Paper,Xerox 1901,1
OFF-PA-10000955,Consumer,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,1
OFF-PA-10001667,Corporate,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),1
OFF-PA-10001952,Consumer,Office Supplies,Paper,Xerox 1902,1
OFF-PA-10002479,Home Office,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1
OFF-PA-10002709,Corporate,Office Supplies,Paper,Xerox 1956,1
OFF-PA-10003591,Corporate,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,1
OFF-PA-10003797,Consumer,Office Supplies,Paper,Xerox 209,1
OFF-PA-10003953,Corporate,Office Supplies,Paper,Xerox 218,1
OFF-PA-10004255,Consumer,Office Supplies,Paper,Xerox 219,1
OFF-PA-10004327,Corporate,Office Supplies,Paper,Xerox 1911,1
OFF-PA-10004353,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,1
OFF-PA-10004475,Corporate,Office Supplies,Paper,Xerox 1940,1
OFF-ST-10000321,Consumer,Office Supplies,Storage,Akro Stacking Bins,1
OFF-ST-10002370,Corporate,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",1
OFF-ST-10002743,Corporate,Office Supplies,Storage,SAFCO Boltless Steel Shelving,1
OFF-ST-10003470,Corporate,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1
OFF-ST-10003479,Consumer,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",1
OFF-ST-10003692,Consumer,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,1
OFF-ST-10004804,Home Office,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",1
OFF-SU-10002557,Corporate,Office Supplies,Supplies,Fiskars Spring-Action Scissors,1
OFF-SU-10004115,Home Office,Office Supplies,Supplies,Acme Stainless Steel Office Snips,1
OFF-SU-10004782,Consumer,Office Supplies,Supplies,"Elite 5"" Scissors",1
TEC-AC-10000109,Consumer,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1
TEC-AC-10001090,Home Office,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,1
TEC-AC-10002217,Consumer,Technology,Accessories,Imation Clip USB flash drive - 8 GB,1
TEC-AC-10002345,Consumer,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,1
TEC-AC-10002600,Consumer,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,1
TEC-AC-10003038,Corporate,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,1
TEC-AC-10003095,Corporate,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,1
TEC-AC-10003709,Home Office,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,1
TEC-AC-10004420,Consumer,Technology,Accessories,Cherry 142-key Programmable Keyboard,1
TEC-AC-10004708,Home Office,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,1
TEC-MA-10000418,Corporate,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1
TEC-MA-10002109,Home Office,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",1
TEC-MA-10002178,Corporate,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,1
TEC-MA-10002210,Corporate,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1
TEC-MA-10003589,Consumer,Technology,Machines,Cisco 8961 IP Phone Charcoal,1
TEC-MA-10004458,Consumer,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,1
TEC-PH-10000169,Home Office,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,1
TEC-PH-10000347,Consumer,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1
TEC-PH-10001578,Consumer,Technology,Phones,Polycom SoundStation2 EX Conference phone,1
TEC-PH-10001835,Corporate,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,1
TEC-PH-10002085,Home Office,Technology,Phones,Clarity 53712,1
TEC-PH-10002483,Corporate,Technology,Phones,Motorola Moto X,1
TEC-PH-10003356,Consumer,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",1
TEC-PH-10003580,Consumer,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1
TEC-PH-10004908,Home Office,Technology,Phones,Panasonic KX TS3282W Corded phone,1
FUR-BO-10000468,Consumer,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,1
FUR-BO-10001619,Home Office,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,1
FUR-BO-10003441,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",1
FUR-BO-10004467,Consumer,Furniture,Bookcases,Bestar Classic Bookcase,1
FUR-CH-10000988,Consumer,Furniture,Chairs,Hon Olson Stacker Stools,1
FUR-CH-10002331,Corporate,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1
FUR-CH-10002335,Consumer,Furniture,Chairs,Hon GuestStacker Chair,1
FUR-CH-10003379,Consumer,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1
FUR-CH-10003956,Consumer,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,1
FUR-FU-10000221,Home Office,Furniture,Furnishings,"Master Caster Door Stop, Brown",1
FUR-FU-10001379,Home Office,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",1
FUR-FU-10002508,Home Office,Furniture,Furnishings,Document Clip Frames,1
FUR-FU-10003247,Home Office,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,1
FUR-FU-10003623,Consumer,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",1
FUR-TA-10001771,Consumer,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1
FUR-TA-10002645,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,1
FUR-TA-10003008,Consumer,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",1
FUR-TA-10003748,Home Office,Furniture,Tables,Bevis 36 x 72 Conference Tables,1
FUR-TA-10004147,Consumer,Furniture,Tables,Hon 4060 Series Tables,1
OFF-AP-10000124,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,1
OFF-AP-10001391,Consumer,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,1
OFF-AP-10002203,Corporate,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1
OFF-AP-10003849,Corporate,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,1
OFF-AP-10004136,Corporate,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,1
OFF-AR-10001149,Corporate,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",1
OFF-AR-10001166,Home Office,Office Supplies,Art,Staples in misc. colors,1
OFF-AR-10001227,Home Office,Office Supplies,Art,Newell 338,1
OFF-AR-10001897,Consumer,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,1
OFF-AR-10002704,Consumer,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,1
OFF-AR-10003217,Consumer,Office Supplies,Art,Newell 316,1
OFF-AR-10003876,Consumer,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",1
OFF-AR-10003903,Consumer,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,1
OFF-BI-10000474,Corporate,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,1
OFF-BI-10000605,Consumer,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1
OFF-BI-10001658,Corporate,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,1
OFF-BI-10002071,Home Office,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,1
OFF-BI-10002498,Consumer,Office Supplies,Binders,Clear Mylar Reinforcing Strips,1
OFF-BI-10002794,Consumer,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",1
OFF-BI-10002976,Consumer,Office Supplies,Binders,ACCOHIDE Binder by Acco,1
OFF-BI-10003094,Home Office,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1
OFF-BI-10003712,Corporate,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1
OFF-BI-10003910,Home Office,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,1
OFF-BI-10004140,Corporate,Office Supplies,Binders,Avery Non-Stick Binders,1
OFF-BI-10004492,Home Office,Office Supplies,Binders,Tuf-Vin Binders,1
OFF-BI-10004654,Consumer,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1
OFF-BI-10004828,Corporate,Office Supplies,Binders,GBC Poly Designer Binding Covers,1
OFF-EN-10003001,Consumer,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,1
OFF-FA-10001332,Home Office,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",1
OFF-FA-10001883,Consumer,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",1
OFF-FA-10002701,Corporate,Office Supplies,Fasteners,Alliance Rubber Bands,1
OFF-LA-10002762,Consumer,Office Supplies,Labels,Avery 485,1
OFF-LA-10003148,Corporate,Office Supplies,Labels,Avery 51,1
OFF-LA-10003498,Corporate,Office Supplies,Labels,Avery 475,1
OFF-PA-10000130,Consumer,Office Supplies,Paper,Xerox 199,1
OFF-PA-10000312,Corporate,Office Supplies,Paper,Xerox 1955,1
OFF-PA-10001166,Consumer,Office Supplies,Paper,Xerox 2,1
OFF-PA-10001274,Corporate,Office Supplies,Paper,Loose Memo Sheets,1
OFF-PA-10001846,Consumer,Office Supplies,Paper,Xerox 1899,1
OFF-PA-10001892,Consumer,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",1
OFF-PA-10001950,Consumer,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,1
OFF-PA-10002036,Corporate,Office Supplies,Paper,Xerox 1930,1
OFF-PA-10002222,Consumer,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",1
OFF-PA-10002230,Corporate,Office Supplies,Paper,Xerox 1897,1
OFF-PA-10002246,Consumer,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",1
OFF-PA-10002713,Consumer,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1
OFF-PA-10002764,Home Office,Office Supplies,Paper,Easy-staple paper,1
OFF-PA-10002870,Consumer,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",1
OFF-PA-10003256,Home Office,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,1
OFF-PA-10003651,Consumer,Office Supplies,Paper,Xerox 1968,1
OFF-PA-10003724,Consumer,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",1
OFF-PA-10003919,Home Office,Office Supplies,Paper,Xerox 1989,1
OFF-PA-10004734,Corporate,Office Supplies,Paper,Southworth Structures Collection,1
OFF-PA-10004782,Consumer,Office Supplies,Paper,Xerox 228,1
OFF-ST-10003994,Corporate,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",1
OFF-ST-10004963,Consumer,Office Supplies,Storage,Eldon Gobal File Keepers,1
OFF-SU-10000432,Home Office,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,1
OFF-SU-10000898,Consumer,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",1
OFF-SU-10003567,Consumer,Office Supplies,Supplies,Stiletto Hand Letter Openers,1
OFF-SU-10004498,Corporate,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,1
TEC-AC-10001109,Consumer,Technology,Accessories,Logitech Trackman Marble Mouse,1
TEC-AC-10002331,Corporate,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",1
TEC-MA-10000488,Corporate,Technology,Machines,Bady BDG101FRU Card Printer,1
TEC-MA-10000597,Corporate,Technology,Machines,Lexmark S315 Color Inkjet Printer,1
TEC-MA-10001856,Consumer,Technology,Machines,Okidata C610n Printer,1
TEC-MA-10003173,Home Office,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,1
TEC-MA-10003353,Corporate,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,1
TEC-MA-10003979,Consumer,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,1
TEC-PH-10000984,Corporate,Technology,Phones,Panasonic KX-TG9471B,1
TEC-PH-10001198,Home Office,Technology,Phones,Avaya 4621SW VoIP phone,1
TEC-PH-10002350,Corporate,Technology,Phones,Apple EarPods with Remote and Mic,1
TEC-PH-10002365,Consumer,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,1
TEC-PH-10003589,Home Office,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,1
